"z","N","resourcebiomass","sd","se","ci","replicate","fit","se.fit"
3,500,0.859452,0.0281932867689753,0.00126084211449148,0.00247721355973648,19,0.0521031878945779,0.000748850550808
3.1,500,0.884114,0.0618732381502568,0.00276705532984015,0.00543651493302608,19,0.0539304821274306,0.000759369405346298
3.2,500,0.87473,0.0594397785540045,0.00265822770828577,0.00522269810640689,19,0.0559855406955244,0.00080044487423444
3.3,500,0.871144,0.0501559817870016,0.00224304369507954,0.0044069738729924,19,0.0580848757440401,0.000858870127822272
3.4,500,0.8788,0.0628323149310862,0.00280994654739167,0.0055207845687648,19,0.0600084005531441,0.000899877134044055
3.5,500,0.880632,0.0751138386284912,0.00335919298448512,0.00659990518661756,19,0.061569859991353,0.000903516201175594
3.6,500,0.888722,0.0697454627567292,0.00311911191692453,0.00612821085696157,19,0.062683259544714,0.000886787992333516
3.7,500,0.880072,0.0803162512598345,0.00359185195029886,0.00705701709482862,19,0.0633961398604284,0.000889624706167696
3.8,500,0.87821,0.0722607301807317,0.00323159809575773,0.00634921575859507,19,0.0638738412644394,0.000927723859357062
3.9,500,0.880008,0.0806070898983692,0.0036048586496238,0.00708257173927207,19,0.0643432199972753,0.000970740210994129
4,500,0.886316,0.0526379487755992,0.00235404063316783,0.00462505281956411,19,0.0650211811372849,0.000980026427948252
4.1,500,0.88587,0.0774971012451615,0.00346577572886729,0.00680931143707735,19,0.0660529616335732,0.00095153889659413
4.2,500,0.883374,0.081036064882392,0.00362404299412224,0.00712026378475499,19,0.0674740490000993,0.000928807529713908
4.3,500,0.895006,0.079578435639548,0.00355885583266242,0.00699218865271983,19,0.0692003968921462,0.000969180295823646
4.4,500,0.877034,0.0419954769489327,0.00187809482410678,0.00368994809998444,19,0.0710486829902366,0.00106755944285561
4.5,500,0.882952,0.0758211539794902,0.00339082508861238,0.00666205371129517,19,0.0727862046839955,0.0011475197823188
4.6,500,0.878876,0.0563032924924554,0.00251795978740368,0.00494710959963711,19,0.074201503233319,0.0011415091355605
4.7,500,0.890936,0.0995296549196109,0.00445110148354693,0.00874520990699355,19,0.0751732283054239,0.00107067804578133
4.8,500,0.881898,0.0850143191758298,0.00380195593476039,0.0074698145682638,19,0.0757074986276278,0.00109787337854027
4.9,500,0.885564,0.0788885842276491,0.00352800473963482,0.0069315746035044,19,0.0759235891361279,0.00140054290687634
5,500,0.878964,0.0967699309862634,0.00432768287726496,0.00850272574383664,19,0.075990200889738,0.00193056198561375
0.1,500,0.879438,0.0430530985480625,0.0019253930999093,0.0037828764125967,20,0.0315645010088809,0.000801908996543963
0.2,500,0.870792,0.0259887584762002,0.00116225261207215,0.00228351186669037,20,0.0268453485967675,0.000495209235859529
0.3,500,0.883752,0.0098329991225204,0.000439745089213028,0.000863980101319339,20,0.0230875780727236,0.000334804844969253
0.4,500,0.879224,0.0102156028251966,0.000456855646965569,0.000897597717031949,20,0.0203556287782324,0.000289921363392627
0.5,500,0.873366,0.014915125407849,0.000667024686097694,0.00131052300529048,20,0.0186348915623315,0.00028667746651521
0.6,500,0.87026,0.0225399311665761,0.00100801636593261,0.00198047938074439,20,0.0178546459691353,0.000281489597442328
0.7,500,0.870924,0.0207722217008383,0.000928961995335415,0.00182515893534606,20,0.0179232849459454,0.000269310721687351
0.8,500,0.88297,0.0206740400469702,0.000924571178291566,0.00181653216804956,20,0.01873868360884,0.000262443045690363
0.9,500,0.882254,0.030644537185584,0.00137046536571972,0.00269259358336022,20,0.0201721400506218,0.000277677653069234
1,500,0.869586,0.0170282861456494,0.000761528107239801,0.00149619665435726,20,0.0220435691042907,0.000317552959075939
1.1,500,0.87777,0.017268047687619,0.000772250569364483,0.00151726339083738,20,0.0241149818428811,0.000363471088992404
1.2,500,0.87641,0.028841802981062,0.00128984464118621,0.00253419567634653,20,0.0261244893789904,0.000394137755819425
1.3,500,0.87901,0.053883771412581,0.00240975551525182,0.00473451748590993,20,0.027857331307994,0.000404608684883444
1.4,500,0.872716,0.0299153673285957,0.00133785589837232,0.00262852480443834,20,0.029217276029791,0.0004099998936883
1.5,500,0.868158,0.0291427458430145,0.0013033032151196,0.00256063813211423,20,0.0302536461702641,0.000428002154689939
1.6,500,0.877372,0.0239619273834109,0.00107160997002441,0.00210542360378239,20,0.0311288852836998,0.000456805524364483
1.7,500,0.868704,0.0171307708706072,0.000766111363473017,0.00150520151258509,20,0.0320501346044927,0.000480619096789309
1.8,500,0.879862,0.0115693844829632,0.000517398603234739,0.00101654824263127,20,0.033200581620996,0.000490919321343353
1.9,500,0.88182,0.0445249654136888,0.0019912169872167,0.00391220253861861,20,0.0346914230527737,0.000495995419844147
2,500,0.87954,0.0246966444784913,0.00110446751740103,0.002169979792829,20,0.0365371228260873,0.000514461805996022
2.1,500,0.877592,0.0441158242345736,0.00197291963743878,0.00387625319773275,20,0.0386514943797005,0.000555516735642632
2.2,500,0.87528,0.0289562865897223,0.00129496450381169,0.00254425482092462,20,0.0408667419571975,0.000605466744998868
2.3,500,0.882998,0.0375441222861379,0.00167902419174738,0.00329882817770543,20,0.0429790157575415,0.000641030882426184
2.4,500,0.880302,0.0620844889125058,0.0027765027511339,0.00545507655931095,20,0.0448138263481287,0.000652992956946802
2.5,500,0.877048,0.0500388796332402,0.0022378067275571,0.00439668464898141,20,0.0462883006261958,0.000655725996540721
2.6,500,0.878662,0.0402888338907016,0.00180177142627612,0.0035399932770465,20,0.0474412396966164,0.000672058679111758
2.7,500,0.877604,0.0590905963852314,0.00264261180696762,0.00519201708612036,20,0.0484163522651623,0.000705486221698638
2.8,500,0.87831,0.0521053532343016,0.00233022223647074,0.00457825611552712,20,0.0494087821431057,0.000736930677880728
2.9,500,0.88575,0.0747598928782428,0.00334336404932706,0.0065688056124845,20,0.0505999862482534,0.000749670942764838
3,500,0.876598,0.0671185980814322,0.00300163495729139,0.00589740042160646,20,0.0521031878945779,0.000748850550808
3.1,500,0.870048,0.0398208625998533,0.00178084311391902,0.00349887480665473,20,0.0539304821274306,0.000759369405346298
3.2,500,0.877008,0.0294201806598824,0.00131571047731643,0.00258501504481404,20,0.0559855406955244,0.00080044487423444
3.3,500,0.883616,0.072884214762341,0.00325948117390576,0.00640399846174371,20,0.0580848757440401,0.000858870127822272
3.4,500,0.878848,0.0555794480549437,0.00248558848005545,0.00488350874066536,20,0.0600084005531441,0.000899877134044055
3.5,500,0.887274,0.100423626370824,0.00449108110224408,0.00882375903888832,20,0.061569859991353,0.000903516201175594
3.6,500,0.88289,0.0657007997681943,0.0029382290891557,0.00577282504891919,20,0.062683259544714,0.000886787992333516
3.7,500,0.864706,0.0514191347538801,0.00229953361307795,0.00451796127517837,20,0.0633961398604284,0.000889624706167696
3.8,500,0.873742,0.0458387807827313,0.00204997259671796,0.00402764141149113,20,0.0638738412644394,0.000927723859357062
3.9,500,0.887404,0.0460343252606618,0.00205871761162351,0.00404482299930069,20,0.0643432199972753,0.000970740210994129
4,500,0.886856,0.0835618119527914,0.00373699783698992,0.00734218948439151,20,0.0650211811372849,0.000980026427948252
4.1,500,0.877418,0.0798649114703593,0.00357166742129452,0.00701735995745056,20,0.0660529616335732,0.00095153889659413
4.2,500,0.88739,0.0896351427601656,0.00400860544769257,0.00787582493995495,20,0.0674740490000993,0.000928807529713908
4.3,500,0.880926,0.0528227698443394,0.00236230608263538,0.00464129219106272,20,0.0692003968921462,0.000969180295823646
4.4,500,0.8794,0.0395796044722577,0.00177005372245046,0.00347767657212558,20,0.0710486829902366,0.00106755944285561
4.5,500,0.889238,0.0765100053446323,0.0034216314581894,0.00672257989103278,20,0.0727862046839955,0.0011475197823188
4.6,500,0.885414,0.0671295714475033,0.00300212570114093,0.0058983646004711,20,0.074201503233319,0.0011415091355605
4.7,500,0.875416,0.0534772716316224,0.00239157629239058,0.00469880023244913,20,0.0751732283054239,0.00107067804578133
4.8,500,0.88722,0.059690077993094,0.00266942143949645,0.00524469075911133,20,0.0757074986276278,0.00109787337854027
4.9,500,0.886922,0.0598020776644589,0.00267443021706904,0.00525453165162112,20,0.0759235891361279,0.00140054290687634
5,500,0.868666,0.072559604715523,0.00324496417128847,0.00637547648003247,20,0.075990200889738,0.00193056198561375
0.1,500,0.8737,0.0392190549164188,0.0017539294561282,0.00344599675217412,21,0.0315645010088809,0.000801908996543963
0.2,500,0.873754,0.0345836021124194,0.0015466257046035,0.00303870097869154,21,0.0268453485967675,0.000495209235859529
0.3,500,0.871346,0.0155085561748752,0.0006935637167979,0.00136266501891549,21,0.0230875780727236,0.000334804844969253
0.4,500,0.87653,0.013668018490583,0.000611252369253352,0.00120094549518292,21,0.0203556287782324,0.000289921363392627
0.5,500,0.870676,0.0138316178121941,0.000618568753337259,0.00121532021002833,21,0.0186348915623315,0.00028667746651521
0.6,500,0.87714,0.013974654985506,0.000624965570193956,0.00122788822411544,21,0.0178546459691353,0.000281489597442328
0.7,500,0.875542,0.0309787605175936,0.00138541228752051,0.00272196023992704,21,0.0179232849459454,0.000269310721687351
0.8,500,0.874264,0.0174821496135407,0.000781825498573973,0.00153607553567189,21,0.01873868360884,0.000262443045690363
0.9,500,0.870002,0.0223192808260747,0.000998148582720215,0.00196109185704311,21,0.0201721400506218,0.000277677653069234
1,500,0.873156,0.0185385819857962,0.000829070590533868,0.00162889935642541,21,0.0220435691042907,0.000317552959075939
1.1,500,0.883656,0.0295961065521479,0.00132357812239859,0.00260047283834482,21,0.0241149818428811,0.000363471088992404
1.2,500,0.877538,0.0361621897004019,0.00161722228770683,0.00317740416041796,21,0.0261244893789904,0.000394137755819425
1.3,500,0.868658,0.0253388466647676,0.00113318767227728,0.0022264071252281,21,0.027857331307994,0.000404608684883444
1.4,500,0.877024,0.0135675931235548,0.000606761210306547,0.00119212158320053,21,0.029217276029791,0.0004099998936883
1.5,500,0.873136,0.0392208880587913,0.00175401143674734,0.00344615782190605,21,0.0302536461702641,0.000428002154689939
1.6,500,0.879844,0.0201738849820886,0.000902203563804246,0.00177258585846004,21,0.0311288852836998,0.000456805524364483
1.7,500,0.86915,0.021157286251385,0.000946182605550373,0.00185899277436613,21,0.0320501346044927,0.000480619096789309
1.8,500,0.867908,0.0200038958129508,0.000894601417051629,0.00175764969730057,21,0.033200581620996,0.000490919321343353
1.9,500,0.875668,0.0467887181304273,0.00209245508639425,0.00411110800756046,21,0.0346914230527737,0.000495995419844147
2,500,0.871746,0.0463970565630561,0.00207493944861793,0.00407669451921943,21,0.0365371228260873,0.000514461805996022
2.1,500,0.87359,0.042874682235015,0.00191741407982392,0.00376719979732367,21,0.0386514943797005,0.000555516735642632
2.2,500,0.87801,0.0246723194429179,0.00110337966873909,0.00216784246458994,21,0.0408667419571975,0.000605466744998868
2.3,500,0.879978,0.05925548025187,0.00264998563765156,0.00520650466798926,21,0.0429790157575415,0.000641030882426184
2.4,500,0.87514,0.0254742669482972,0.00113924385146737,0.00223830587847996,21,0.0448138263481287,0.000652992956946802
2.5,500,0.869392,0.040038988213419,0.00179059798791036,0.0035180404942909,21,0.0462883006261958,0.000655725996540721
2.6,500,0.874318,0.0227991332500582,0.00101960823550412,0.00200325426758803,21,0.0474412396966164,0.000672058679111758
2.7,500,0.877654,0.0290272190002035,0.00129813669764457,0.00255048732338198,21,0.0484163522651623,0.000705486221698638
2.8,500,0.874064,0.0254609588360238,0.00113864869459346,0.00223713655627754,21,0.0494087821431057,0.000736930677880728
2.9,500,0.871304,0.0432591063773761,0.00193460605011415,0.00380097736664187,21,0.0505999862482534,0.000749670942764838
3,500,0.868912,0.0525085760339607,0.00234825490827305,0.00461368543581515,21,0.0521031878945779,0.000748850550808
3.1,500,0.898496,0.075362995868613,0.00337033563500509,0.00662179747958766,21,0.0539304821274306,0.000759369405346298
3.2,500,0.884388,0.0874400651073176,0.00391043859073939,0.00768295363087816,21,0.0559855406955244,0.00080044487423444
3.3,500,0.883322,0.0670009594942214,0.00299637399973578,0.00588706406367222,21,0.0580848757440401,0.000858870127822272
3.4,500,0.878776,0.0424781663119591,0.00189968134866164,0.00373235977922665,21,0.0600084005531441,0.000899877134044055
3.5,500,0.870056,0.0532643129879299,0.00238205249231672,0.00468008854253014,21,0.061569859991353,0.000903516201175594
3.6,500,0.883224,0.0434063826194283,0.00194119244388814,0.00381391784807025,21,0.062683259544714,0.000886787992333516
3.7,500,0.87042,0.0357302799570844,0.00159790669678278,0.00313945425122518,21,0.0633961398604284,0.000889624706167696
3.8,500,0.870354,0.0501891081526093,0.00224452515118646,0.00440988453334713,21,0.0638738412644394,0.000927723859357062
3.9,500,0.866854,0.0417314235009403,0.00186628599491869,0.00366674694620546,21,0.0643432199972753,0.000970740210994129
4,500,0.87189,0.0372517016867299,0.00166594674498143,0.00327313453368529,21,0.0650211811372849,0.000980026427948252
4.1,500,0.866976,0.0762650650316944,0.00341067739438622,0.00670105811992791,21,0.0660529616335732,0.00095153889659413
4.2,500,0.877392,0.031056518650702,0.0013888897369492,0.00272879248702524,21,0.0674740490000993,0.000928807529713908
4.3,500,0.881176,0.0951517984775223,0.00425531779154202,0.00836054793303542,21,0.0692003968921462,0.000969180295823646
4.4,500,0.877668,0.0885055718500084,0.00395808950088221,0.00777657477454307,21,0.0710486829902366,0.00106755944285561
4.5,500,0.87046,0.0556955328977966,0.00249077995205098,0.00489370857827746,21,0.0727862046839955,0.0011475197823188
4.6,500,0.871448,0.0388893308776614,0.00173918374883865,0.00341702542767144,21,0.074201503233319,0.0011415091355605
4.7,500,0.88456,0.0760518913660977,0.00340114397824047,0.00668232753702985,21,0.0751732283054239,0.00107067804578133
4.8,500,0.877168,0.0600178645415534,0.00268408049958575,0.00527349184531305,21,0.0757074986276278,0.00109787337854027
4.9,500,0.87873,0.0732537598124035,0.00327600773095953,0.00643646867411908,21,0.0759235891361279,0.00140054290687634
5,500,0.882552,0.0818128717744094,0.00365878285444106,0.00718851820936219,21,0.075990200889738,0.00193056198561375
0.1,500,0.877472,0.0735029971987156,0.00328715396572609,0.00645836800916379,22,0.0315645010088809,0.000801908996543963
0.2,500,0.871978,0.018674769343155,0.000835161074308472,0.00164086550890271,22,0.0268453485967675,0.000495209235859529
0.3,500,0.877132,0.0218923989151605,0.000979057843296831,0.0019235837202023,22,0.0230875780727236,0.000334804844969253
0.4,500,0.872332,0.0305170830965452,0.0013647654455777,0.00268139478273091,22,0.0203556287782324,0.000289921363392627
0.5,500,0.875748,0.0177955573028618,0.000795841516533837,0.00156361321810224,22,0.0186348915623315,0.00028667746651521
0.6,500,0.878964,0.0360642755082626,0.00161284343191512,0.00316880089374509,22,0.0178546459691353,0.000281489597442328
0.7,500,0.880022,0.0248664874962428,0.00111206312806495,0.00218490311234292,22,0.0179232849459454,0.000269310721687351
0.8,500,0.876588,0.0182080565312526,0.000814289042840797,0.00159985761522855,22,0.01873868360884,0.000262443045690363
0.9,500,0.874926,0.024215642024057,0.00108295643369184,0.00212771633443357,22,0.0201721400506218,0.000277677653069234
1,500,0.874282,0.0248414305010536,0.00111094254517385,0.00218270147020173,22,0.0220435691042907,0.000317552959075939
1.1,500,0.873084,0.0415541868515049,0.00185835973099386,0.0036511739825116,22,0.0241149818428811,0.000363471088992404
1.2,500,0.873368,0.0193304917636269,0.000864485872439391,0.00169848080167531,22,0.0261244893789904,0.000394137755819425
1.3,500,0.86871,0.0267443530645571,0.00119604382933209,0.00234990246439822,22,0.027857331307994,0.000404608684883444
1.4,500,0.868268,0.0223283067554423,0.000998552234552736,0.00196188492366219,22,0.029217276029791,0.0004099998936883
1.5,500,0.871968,0.0508480286740802,0.00227399297274204,0.00446778082844574,22,0.0302536461702641,0.000428002154689939
1.6,500,0.874896,0.0290714203120163,0.00130011344040273,0.00255437108797737,22,0.0311288852836998,0.000456805524364483
1.7,500,0.87457,0.0222607318020033,0.000995530190763416,0.00195594742540846,22,0.0320501346044927,0.000480619096789309
1.8,500,0.871768,0.0439243996175648,0.00196435886831481,0.00385943360302543,22,0.033200581620996,0.000490919321343353
